CMDLINE python examples/script.py memory_profile.log
MEM 0.656250 1681721539.1425
MEM 19.761719 1681721539.2428
MEM 19.761719 1681721539.3430
MEM 19.761719 1681721539.4433
MEM 19.761719 1681721539.5435
MEM 19.761719 1681721539.6438
MEM 19.761719 1681721539.7440
MEM 19.761719 1681721539.8443
MEM 19.761719 1681721539.9446
MEM 19.761719 1681721540.0449
MEM 19.761719 1681721540.1452
MEM 19.761719 1681721540.2455
MEM 19.761719 1681721540.3458
MEM 19.761719 1681721540.4461
MEM 19.761719 1681721540.5464
MEM 19.761719 1681721540.6467
MEM 19.761719 1681721540.7470
MEM 19.761719 1681721540.8473
MEM 19.761719 1681721540.9476
MEM 19.761719 1681721541.0479
MEM 19.761719 1681721541.1481
MEM 19.761719 1681721541.2484
MEM 19.761719 1681721541.3487
MEM 19.761719 1681721541.4489
MEM 19.761719 1681721541.5492
MEM 19.761719 1681721541.6495
MEM 19.761719 1681721541.7498
MEM 19.761719 1681721541.8501
MEM 19.761719 1681721541.9504
MEM 19.761719 1681721542.0507
MEM 19.761719 1681721542.1509
MEM 19.761719 1681721542.2512
MEM 19.761719 1681721542.3514
MEM 19.761719 1681721542.4517
MEM 19.761719 1681721542.5520
MEM 19.761719 1681721542.6523
MEM 19.761719 1681721542.7525
MEM 19.761719 1681721542.8528
MEM 19.761719 1681721542.9530
MEM 19.761719 1681721543.0533
MEM 19.761719 1681721543.1535
MEM 19.761719 1681721543.2538
MEM 19.761719 1681721543.3540
MEM 19.761719 1681721543.4543
MEM 19.761719 1681721543.5546
MEM 19.761719 1681721543.6549
MEM 19.761719 1681721543.7552
MEM 19.761719 1681721543.8555
MEM 19.761719 1681721543.9558
MEM 19.761719 1681721544.0561
MEM 19.761719 1681721544.1563
MEM 19.761719 1681721544.2566
MEM 19.761719 1681721544.3569
MEM 19.761719 1681721544.4571
MEM 19.761719 1681721544.5574
MEM 19.761719 1681721544.6576
MEM 19.761719 1681721544.7579
MEM 19.761719 1681721544.8582
MEM 19.761719 1681721544.9584
MEM 19.761719 1681721545.0587
MEM 19.761719 1681721545.1590
MEM 19.761719 1681721545.2592
MEM 19.761719 1681721545.3595
MEM 19.761719 1681721545.4598
MEM 19.761719 1681721545.5601
MEM 19.761719 1681721545.6604
MEM 19.761719 1681721545.7607
MEM 19.761719 1681721545.8610
MEM 19.761719 1681721545.9613
MEM 19.761719 1681721546.0616
MEM 19.761719 1681721546.1618
MEM 19.761719 1681721546.2620
MEM 19.761719 1681721546.3622
MEM 19.761719 1681721546.4624
MEM 19.761719 1681721546.5626
MEM 19.761719 1681721546.6629
MEM 19.761719 1681721546.7631
MEM 19.761719 1681721546.8633
MEM 19.761719 1681721546.9636
MEM 19.761719 1681721547.0638
MEM 19.761719 1681721547.1641
MEM 19.761719 1681721547.2643
MEM 19.761719 1681721547.3645
MEM 19.761719 1681721547.4648
MEM 19.761719 1681721547.5651
MEM 19.761719 1681721547.6653
MEM 19.761719 1681721547.7656
MEM 19.761719 1681721547.8658
MEM 19.761719 1681721547.9660
MEM 19.761719 1681721548.0662
MEM 19.761719 1681721548.1665
MEM 19.761719 1681721548.2667
MEM 19.761719 1681721548.3668
MEM 19.761719 1681721548.4671
MEM 19.761719 1681721548.5674
MEM 19.761719 1681721548.6677
MEM 19.761719 1681721548.7679
MEM 19.761719 1681721548.8682
MEM 19.761719 1681721548.9685
MEM 19.761719 1681721549.0688
MEM 19.761719 1681721549.1691
MEM 19.761719 1681721549.2694
MEM 19.761719 1681721549.3697
MEM 19.761719 1681721549.4699
MEM 19.761719 1681721549.5703
MEM 19.761719 1681721549.6705
MEM 19.761719 1681721549.7708
MEM 19.761719 1681721549.8711
MEM 19.761719 1681721549.9713
MEM 19.761719 1681721550.0715
MEM 19.761719 1681721550.1717
MEM 19.761719 1681721550.2720
MEM 19.761719 1681721550.3722
MEM 19.761719 1681721550.4724
MEM 19.761719 1681721550.5727
MEM 19.761719 1681721550.6729
MEM 19.761719 1681721550.7731
MEM 19.761719 1681721550.8733
MEM 19.761719 1681721550.9736
MEM 19.761719 1681721551.0739
MEM 19.761719 1681721551.1741
MEM 19.761719 1681721551.2743
MEM 19.761719 1681721551.3745
MEM 19.761719 1681721551.4748
MEM 19.761719 1681721551.5750
MEM 19.761719 1681721551.6752
MEM 19.761719 1681721551.7754
MEM 19.761719 1681721551.8756
MEM 19.761719 1681721551.9758
